Heat Score,Lead Score,Tier,Priority,Org Name,Taxonomy / Type,NPI,City,State,ZIP,Phone,Known Contact,Known Contact Title,Known Contact LinkedIn,Backup Person,Backup Person Title,Backup Person LinkedIn,Employee LinkedIn 1,Employee LinkedIn 2,Employee LinkedIn 3,Company LinkedIn,Company People Search,Notes,Tags
122,82,A,High,MOLECULAR EPIDEMIOLOGY INC,Clinical Medical Laboratory,1124295654,LAKE FOREST PARK,WA,981557634,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%20EPIDEMIOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: WA,tier-A;lab;rule-intercept
122,82,A,High,MOLECULAR LAB ASSOCIATES ILLINOIS,Clinical Medical Laboratory,1841999430,SPRINGFIELD,IL,627047433,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%20LAB%20ASSOCIATES%20ILLINOIS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: IL,tier-A;lab;rule-intercept
122,82,A,High,MOLECULAR MEDICAL INC,Clinical Medical Laboratory,1588041511,DAVISBURG,MI,483501946,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: MI,tier-A;lab;rule-intercept
122,82,A,High,MOLECULAR MEDICINE INC.,Clinical Medical Laboratory,1578638060,DENVILLE,NJ,078342158,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%20MEDICINE%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: NJ,tier-A;lab;rule-intercept
122,82,A,High,MOLECULAR PATHOLOGY LABORATORY NETWORK INC,Clinical Medical Laboratory,1053335729,MARYVILLE,TN,378045782,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%20PATHOLOGY%20LABORATORY%20NETWORK%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: TN,tier-A;lab;rule-intercept
122,82,A,High,NATURAL MOLECULAR TESTING CORP.,Clinical Medical Laboratory,1699918714,SEATTLE,WA,981038602,,,,,,,,,,,,https://www.bing.com/search?q=%22NATURAL%20MOLECULAR%20TESTING%20CORP.%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: WA,tier-A;lab;rule-intercept
122,82,A,High,NATURAL MOLECULAR TESTING CORPORATION,Clinical Medical Laboratory,1295057230,RENTON,WA,98057,,,,,MARGARET ADAM,Internal Medicine,https://www.linkedin.com/in/adammaster/,,,,,https://www.bing.com/search?q=%22NATURAL%20MOLECULAR%20TESTING%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: WA,tier-A;lab;rule-intercept
122,82,A,High,"NGS DIAGNOSTICS, LLC.",Clinical Medical Laboratory,1700254794,RAMSEY,NJ,074461367,,,,,,,,,,,,https://www.bing.com/search?q=%22NGS%20DIAGNOSTICS%2C%20LLC.%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: ngs;Name signal (+): ngs;Priority market: NJ,tier-A;lab;rule-intercept
122,82,A,High,OMEGA MOLECULAR LABORATORIES LLC,Clinical Medical Laboratory,1124890934,ALPHARETTA,GA,300058407,,,,,,,,,,,,https://www.bing.com/search?q=%22OMEGA%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: GA,tier-A;lab;rule-intercept
122,82,A,High,PATERNITY DNA CONSULTANTS,Clinical Medical Laboratory,1437967312,LAWRENCEVILLE,GA,300438538,,,,,,,,,,,,https://www.bing.com/search?q=%22PATERNITY%20DNA%20CONSULTANTS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: dna;Name signal (+): dna;Priority market: GA,tier-A;lab;rule-intercept
122,82,A,High,"PCG MOLECULAR, LLC","Pathology, Anatomic Pathology & Clinical Pathology",1538625868,ATLANTA,GA,303284277,,,,,,,,,,,,https://www.bing.com/search?q=%22PCG%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,"Tier A | RuleScore 82 | Lab Type: Pathology, Anatomic Pathology & Clinical Pathology | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: GA",tier-A;lab;rule-intercept
122,82,A,High,PGX PARTNERS,Clinical Medical Laboratory,1457764565,BUFORD,GA,305188787,,,,,,,,,,,,https://www.bing.com/search?q=%22PGX%20PARTNERS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: pgx;Name signal (+): pgx;Priority market: GA,tier-A;lab;rule-intercept
122,82,A,High,PRECISION DNA SOLUTIONS,Clinical Medical Laboratory,1710271002,CLARKSTON,MI,483462270,,,,,,,,,,,,https://www.bing.com/search?q=%22PRECISION%20DNA%20SOLUTIONS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: dna;Name signal (+): dna;Priority market: MI,tier-A;lab;rule-intercept
122,82,A,High,"PRECISION GENETICS, INC.",Clinical Medical Laboratory,1346959970,GREENVILLE,SC,296153593,,,,,,,,,,,,https://www.bing.com/search?q=%22PRECISION%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Name signal (+): precision;Priority market: SC,tier-A;lab;rule-intercept
122,82,A,High,PRECISION MOLECULAR SOLUTIONS LLC,Clinical Medical Laboratory,1154876886,CHARLESTON,SC,294258905,,,,,,,,,,,,https://www.bing.com/search?q=%22PRECISION%20MOLECULAR%20SOLUTIONS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: SC,tier-A;lab;rule-intercept
122,82,A,High,"PRECISION TOXICOLOGY, LLC",Clinical Medical Laboratory,1871907915,MARQUETTE,MI,498553196,,,,,,,,,,,,https://www.bing.com/search?q=%22PRECISION%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Name signal (+): precision;Priority market: MI,tier-A;lab;rule-intercept
122,82,A,High,"PRECISION TOXICOLOGY, LLC",Clinical Medical Laboratory,1043737505,DARTMOUTH,MA,027473303,,,,,,,,,,,,https://www.bing.com/search?q=%22PRECISION%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Name signal (+): precision;Priority market: MA,tier-A;lab;rule-intercept
122,82,A,High,"PRECISION TOXICOLOGY, LLC",Clinical Medical Laboratory,1114319563,WEST HARTFORD,CT,061191505,,,,,,,,,,,,https://www.bing.com/search?q=%22PRECISION%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Name signal (+): precision;Priority market: CT,tier-A;lab;rule-intercept
122,82,A,High,"PRIME TOXICOLOGY, LLC",Clinical Medical Laboratory,1104365626,SOUTHFIELD,MI,480341659,,,,,,,,,,,,https://www.bing.com/search?q=%22PRIME%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Name signal (+): prime;Priority market: MI,tier-A;lab;rule-intercept
122,82,A,High,PRISM MOLECULAR LLC,Clinical Medical Laboratory,1558067199,BLAKELY,PA,184471365,,,,,,,,,,,,https://www.bing.com/search?q=%22PRISM%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: PA,tier-A;lab;rule-intercept
122,82,A,High,PROTEUS MOLECULAR AND CLINICAL LAB LLC,Clinical Medical Laboratory,1538542196,HOMEWOOD,AL,35209,,,,,,,,,,,,https://www.bing.com/search?q=%22PROTEUS%20MOLECULAR%20AND%20CLINICAL%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: AL,tier-A;lab;rule-intercept
122,82,A,High,RADID RESULTS DNA LABORATORIES LLC,Clinical Medical Laboratory,1003624008,PORTSMOUTH,VA,237043425,,,,,,,,,,,,https://www.bing.com/search?q=%22RADID%20RESULTS%20DNA%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: dna;Name signal (+): dna;Priority market: VA,tier-A;lab;rule-intercept
122,82,A,High,"REPRODUCTIVE SPECIALTY LABORATORY OF TENNESSEE, LLC",Clinical Medical Laboratory,1114148277,NASHVILLE,TN,372031513,,,,,,,,,,,,https://www.bing.com/search?q=%22REPRODUCTIVE%20SPECIALTY%20LABORATORY%20OF%20TENNESSEE%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: specialty lab;Name signal (+): specialty;Priority market: TN,tier-A;lab;rule-intercept
122,82,A,High,RESOLVE MOLECULAR DIAGNOSTICS LLC,Clinical Medical Laboratory,1235666322,FRANKLIN,TN,370648987,,,,,,,,,,,,https://www.bing.com/search?q=%22RESOLVE%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular diagnostics;Name signal (+): molecular;Priority market: TN,tier-A;lab;rule-intercept
122,82,A,High,RESOLVE MOLECULAR DIAGNOSTICS LLC,Clinical Medical Laboratory,1336814870,METAIRIE,LA,700066626,,,,,,,,,,,,https://www.bing.com/search?q=%22RESOLVE%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular diagnostics;Name signal (+): molecular;Priority market: LA,tier-A;lab;rule-intercept
122,82,A,High,SEQUENOM CENTER FOR MOLECULAR MEDICINE LLC,Clinical Medical Laboratory,1528205028,GRAND RAPIDS,MI,495033314,,,,,,,,,,,,https://www.bing.com/search?q=%22SEQUENOM%20CENTER%20FOR%20MOLECULAR%20MEDICINE%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: MI,tier-A;lab;rule-intercept
122,82,A,High,"SPECIALTY DRUG TESTING, LLC",Clinical Medical Laboratory,1639577091,MONROE,LA,712032804,,,,,,,,,,,,https://www.bing.com/search?q=%22SPECIALTY%20DRUG%20TESTING%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: drug testing;Name signal (+): specialty;Priority market: LA,tier-A;lab;rule-intercept
122,82,A,High,THYROID SPECIALTY LABORATORY INC,Clinical Medical Laboratory,1184055386,SAINT LOUIS,MO,631253900,,,,,,,,,,,,https://www.bing.com/search?q=%22THYROID%20SPECIALTY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: specialty lab;Name signal (+): specialty;Priority market: MO,tier-A;lab;rule-intercept
122,82,A,High,THYROID SPECIALTY LABORATORY INC,Clinical Medical Laboratory,1033239413,FENTON,MO,630262837,,,,,,,,,,,,https://www.bing.com/search?q=%22THYROID%20SPECIALTY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: specialty lab;Name signal (+): specialty;Priority market: MO,tier-A;lab;rule-intercept
122,82,A,High,TITAN MOLECULAR LABORATORIES LLC,Clinical Medical Laboratory,1750768834,SEATTLE,WA,981991565,,,,,JESSICA BERRYMAN,Specialist,https://www.linkedin.com/in/jessica-berryman-9455855a/,https://www.linkedin.com/in/titan-labs-42806398/,https://www.linkedin.com/in/titan-labs-42806398,https://www.linkedin.com/in/sujay-khedkar-803a0948/,https://www.linkedin.com/company/titananalytical,https://www.bing.com/search?q=%22TITAN%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular;Priority market: WA,tier-A;lab;rule-intercept
122,82,A,High,TUCSON SPECIALTY LABS LLC,Clinical Medical Laboratory,1922723899,TUCSON,AZ,857501925,,,,,,,,,,,,https://www.bing.com/search?q=%22TUCSON%20SPECIALTY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: specialty lab;Name signal (+): specialty;Priority market: AZ,tier-A;lab;rule-intercept
122,82,A,High,VERIFIED DNA SOLUTIONS,Clinical Medical Laboratory,1760277057,GREENVILLE,SC,296075732,,,,,,,,,,,,https://www.bing.com/search?q=%22VERIFIED%20DNA%20SOLUTIONS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 82 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: dna;Name signal (+): dna;Priority market: SC,tier-A;lab;rule-intercept
122,82,A,Low,"ARIZONA PRECISION MEDICINE, PLLC",pathology,1235759630,PHOENIX,AZ,850042364,(602) 481-9650,JOSHUA ROUTH,Physician,,,,,,,,,https://www.bing.com/search?q=%22ARIZONA%20PRECISION%20MEDICINE%22%20site%3Alinkedin.com/company%20people%20employees,"Tier A | RuleScore 82 | Lab Type: Pathology, Molecular Genetic Pathology | Signals: Tier A lab type: molecular;Name signal (+): precision;Priority market: AZ",tier-A;lab;rule-intercept
122,82,A,Low,PRECISION EPIGENOMICS INC.,pathology,1699503060,TUSCON,AZ,857111816,(520) 372-7522,RICHARD BERNERT,Chief Operating Officer,,,,,,,,,https://www.bing.com/search?q=%22PRECISION%20EPIGENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,"Tier A | RuleScore 82 | Lab Type: Pathology, Molecular Genetic Pathology | Signals: Tier A lab type: molecular;Name signal (+): precision;Priority market: AZ",tier-A;lab;rule-intercept
112,72,A,High,"ADVANCED TOXICOLOGY,LLC",Clinical Medical Laboratory,1407236177,WEST LINN,OR,970684657,,,,,,,,,,,,https://www.bing.com/search?q=%22ADVANCED%20TOXICOLOGY%2CLLC%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Name signal (+): advanced,tier-A;lab;rule-intercept
112,72,A,High,BEECHTREE MOLECULAR LAB LLC,Clinical Medical Laboratory,1982202453,DRAPER,UT,840208402,,,,,,,,,,,,https://www.bing.com/search?q=%22BEECHTREE%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,BT MOLECULAR LLC,Clinical Medical Laboratory,1932867371,DRAPER,UT,840209581,,,,,,,,,,,,https://www.bing.com/search?q=%22BT%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,CAR GENETICS & MOLECULAR DIAGNOSTICS LAB,Clinical Medical Laboratory,1841079670,HENSLEY,AR,720659169,,,,,,,,,,,,https://www.bing.com/search?q=%22CAR%20GENETICS%20%26%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular diagnostics;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,"D&G PRECISION DRUG TESTING, LLC",Clinical Medical Laboratory,1316837594,JACKSON,MS,392062716,,,,,,,,,,,,https://www.bing.com/search?q=%22D%26G%20PRECISION%20DRUG%20TESTING%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: drug testing;Name signal (+): precision,tier-A;lab;rule-intercept
112,72,A,High,EUROFINS CLINICAL MOLECULAR TESTING SERVICES LLC,Clinical Medical Laboratory,1861975062,LOUISVILLE,KY,402996388,,,,,,,,,,,,https://www.bing.com/search?q=%22EUROFINS%20CLINICAL%20MOLECULAR%20TESTING%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,MOLECULAR AND DIAGNOSTIC TESTING LABS OF AMERICA,Clinical Medical Laboratory,1023622305,TUPELO,MS,388016401,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%20AND%20DIAGNOSTIC%20TESTING%20LABS%20OF%20AMERICA%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,MOLECULAR DIAGNOSTICS LABORATORIES INC,Clinical Medical Laboratory,1679698633,COVINGTON,KY,410112353,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular diagnostics;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,MOLECULAR LAB ASSOCIATES LLC,Clinical Medical Laboratory,1659035459,TOPEKA,KS,666042603,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%20LAB%20ASSOCIATES%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,"MOLECULAR MS DIAGNOSTICS, LLC",Clinical Medical Laboratory,1841503067,CRANSTON,RI,029202858,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%20MS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,MOLECULAR PATHOLOGY SERVICES OF THE HENRY VOGT CANCER RESEARCH INST,Clinical Medical Laboratory,1871593293,LOUISVILLE,KY,402023229,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%20PATHOLOGY%20SERVICES%20OF%20THE%20HENRY%20VOGT%20CANCER%20RESEARCH%20INST%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,MOLECULAR VISION LABORATORY,Clinical Medical Laboratory,1750739041,HILLSBORO,OR,970066977,,,,,,,,,,,,https://www.bing.com/search?q=%22MOLECULAR%20VISION%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,NATIONAL MOLECULAR DIAGNOSTICS,Clinical Medical Laboratory,1154039436,PLEASANT GROVE,UT,840626731,,,,,,,,,,,,https://www.bing.com/search?q=%22NATIONAL%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular diagnostics;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,PRECISION GENOMICS LLC,Clinical Medical Laboratory,1407718430,OLIVE BRANCH,MS,386547906,,,,,,,,,,,,https://www.bing.com/search?q=%22PRECISION%20GENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Name signal (+): precision,tier-A;lab;rule-intercept
112,72,A,High,QUICK TOX LAB LLC,Clinical Medical Laboratory,1164257499,OKLAHOMA CITY,OK,731325107,,,,,,,,,,,,https://www.bing.com/search?q=%22QUICK%20TOX%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: tox lab;Name signal (+): tox,tier-A;lab;rule-intercept
112,72,A,High,"SIGMA MOLECULAR DIAGNOSTICS, LLC",Clinical Medical Laboratory,1154662880,LITTLE ROCK,AR,722048040,,,,,,,,,,,,https://www.bing.com/search?q=%22SIGMA%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular diagnostics;Name signal (+): molecular,tier-A;lab;rule-intercept
112,72,A,High,SPECIALTY LABS PLLC,Clinical Medical Laboratory,1114227246,EAGLE,ID,83616,,,,,,,,,,,,https://www.bing.com/search?q=%22SPECIALTY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 72 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: specialty lab;Name signal (+): specialty,tier-A;lab;rule-intercept
112,72,A,High,"X-GENE MOLECULAR LABORATORIES, INC",pathology,1497223473,LOUISVILLE,KY,402416159,(859) 361-8704,TAMIA FISHER,CREDENTIAL-CONTRACT ANALYST,,,,,,,,,https://www.bing.com/search?q=%22X-GENE%20MOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,"Tier A | RuleScore 72 | Lab Type: Pathology, Molecular Genetic Pathology | Signals: Tier A lab type: molecular;Name signal (+): molecular",tier-A;lab;rule-intercept
110,70,A,High,1ST RATE COVID-19 SCREENING AND TOXICOLOGY SCREENING COMPANY,Clinical Medical Laboratory,1376297838,SAINT LOUIS,MO,631361567,,,,,,,,,,,,https://www.bing.com/search?q=%221ST%20RATE%20COVID-19%20SCREENING%20AND%20TOXICOLOGY%20SCREENING%20COMPANY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: MO,tier-A;lab;rule-intercept
110,70,A,High,ABSOLUTE GENOMICS PHL LLC,Clinical Medical Laboratory,1548886922,MAYFIELD,PA,184331973,,,,,,,,,,,,https://www.bing.com/search?q=%22ABSOLUTE%20GENOMICS%20PHL%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: PA,tier-A;lab;rule-intercept
110,70,A,High,ACCUMOLECULAR DIAGNOSTICS,Clinical Medical Laboratory,1154455855,SAN ANTONIO,TX,782294424,,,,,,,,,,,,https://www.bing.com/search?q=%22ACCUMOLECULAR%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: molecular diagnostics;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"ADVANCE TOXICOLOGY LABORATORIES, LLC",Clinical Medical Laboratory,1043615214,SOUTHFIELD,MI,480752738,,,,,,,,,,,,https://www.bing.com/search?q=%22ADVANCE%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: MI,tier-A;lab;rule-intercept
110,70,A,High,ADVANTA GENETICS LLC,Clinical Medical Laboratory,1134559685,TYLER,TX,757033333,,,,,,,,,,,,https://www.bing.com/search?q=%22ADVANTA%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"ALERE GENETICS, INC.",Clinical Medical Laboratory,1669465399,CHAPEL HILL,NC,27514,,,,,,,,,,,,https://www.bing.com/search?q=%22ALERE%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: NC,tier-A;lab;rule-intercept
110,70,A,High,"ALERE TOXICOLOGY SERVICES, INC",Clinical Medical Laboratory,1689874893,NORTH CHESTERFIELD,VA,232363045,,,,,,,,,,,,https://www.bing.com/search?q=%22ALERE%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: VA,tier-A;lab;rule-intercept
110,70,A,High,ALL IN ONE DRUG TESTING SERVICES,Clinical Medical Laboratory,1346549904,CORNELIUS,NC,280314017,,,,,,,,,,,,https://www.bing.com/search?q=%22ALL%20IN%20ONE%20DRUG%20TESTING%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: drug testing;Priority market: NC,tier-A;lab;rule-intercept
110,70,A,High,"AMERICAN TOXICOLOGY INSTITUTE, LLC",Clinical Medical Laboratory,1396085213,SAINT LOUIS,MO,631161606,,,,,,,,,,,,https://www.bing.com/search?q=%22AMERICAN%20TOXICOLOGY%20INSTITUTE%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: MO,tier-A;lab;rule-intercept
110,70,A,High,"AMERICAN TOXICOLOGY LAB, LLC",Clinical Medical Laboratory,1457772592,JOHNSON CITY,TN,376014037,,,,,,,,,,,,https://www.bing.com/search?q=%22AMERICAN%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TN,tier-A;lab;rule-intercept
110,70,A,High,ARGENTUM TOXICOLOGY LLC,Clinical Medical Laboratory,1346669793,WEBSTER,TX,775985206,,,,,,,,,,,,https://www.bing.com/search?q=%22ARGENTUM%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
