org_name,city,state,zip,npi,clia,license_id,lab_type,engine_score,money_score,pain_score,fit_score,tier,rule_score,priority,signals
"AUBURN PATHOLOGY ASSOCIATES, PC",AUBURN,NY,130211983,1447243233,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"AUSTIN MEDICAL OBS, PC",FOREST HILLS,NY,113754763,1003088394,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
BRONXVILLE PATHOLOGY ASSOCIATES PC,BRONXVILLE,NY,107084103,1366420010,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
CAPITAL REGION PATHOLOGISTS PC,ALBANY,NY,122041004,1528043452,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"CBLPATH, INC",RYE BROOK,NY,105731341,1265017511,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
CENTRAL PATHOLOGY SERVICE PC,STATEN ISLAND,NY,10310,1932293214,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"CHAMPLAIN VALLEY PATHOLOGY, PLLC",PLATTSBURGH,NY,129011438,1700180684,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
CLINICAL PATHOLOGY ASSOCIATES,NEW YORK,NY,100296514,1003963604,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
CLINICAL PATHOLOGY CONSULTANTS,NEW YORK,NY,100296500,1730236332,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
CNY DIAGNOSTIC & ANATOMIC PATHOLOGY,AUBURN,NY,130211983,1417172297,,,"Pathology, Anatomic Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"COMMUNITY CARE PHYSICIANS, PC",ALBANY,NY,122083472,1467724146,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
CONEY ISLAND MEDICAL DIAGNOSTIC SERVICES P C,BROOKLYN,NY,112242622,1902436728,,,"Pathology, Anatomic Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
CORTLAND PATHOLOGY PC,CORTLAND,NY,130451206,1235121831,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
EASTERN GREAT LAKES PATHOLOGY PC,BUFFALO,NY,142142648,1467481564,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
ELLIS PATHOLOGY ASSOCIATES PC,SCHENECTADY,NY,123082425,1376528208,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
ERIC LI PHYSICIAN PC,OGDENSBURG,NY,136691142,1255356499,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
GAMALIEL IMMANUEL MEDICAL SERVICES PC,HEMPSTEAD,NY,115508116,1821527680,,,"Pathology, Anatomic Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
GHULAMULLAH SHAHZAD MEDICAL PLLC,FRESH MEADOWS,NY,113661874,1942792205,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"HIGH PEAKS PATHOLOGY ASSOCIATES, PC",SARANAC LAKE,NY,129830471,1770648255,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,NY,100296504,1104162700,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,OCEANSIDE,NY,115721551,1962994020,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
ISLAND PATHOLOGY DIAGNOSTICS,ROSLYN HEIGHTS,NY,115772027,1073236782,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"JAMESTOWN AREA PATHOLOGY ,LLC",JAMESTOWN,NY,147017077,1477597235,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"LABORATORY MEDICINE ASSOCIATES, LLP",NYACK,NY,109601912,1740251578,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"LAKE PLAINS PATHOLOGY, LLC",WARSAW,NY,145691025,1659300218,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"LENOX HILL PATHOLOGY, PC",NEW YORK,NY,100211850,1508838806,,,"Pathology, Anatomic Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"LINDEN PATHOLOGY ASSOCIATES GROUP, PLLC",BROOKLYN,NY,112123139,1639459159,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
LINDEN PATHOLOGY ASSOCIATES LLP,BROOKLYN,NY,112123139,1124104922,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
MANHATTAN WEST SIDE MEDICAL SERVICE PLLC,NEW YORK,NY,100321323,1669006946,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
MAPLEWOOD PATHOLOGY PC,ALBANY,NY,122081707,1619969870,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
MEMORIAL PATHOLOGY GROUP,NEW YORK,NY,100656007,1710967369,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NY
"QUEEN CITY LABORATORY SERVICES, PLLC",CHARLOTTE,NC,282624567,1992457550,,,"Pathology, Clinical Pathology/Laboratory Medicine",3,0,0,3,B,53,Medium,Tier B lab type: clinical pathology;Priority market: NC
"FERTILITY SERVICES OF RALEIGH, LLC",RALEIGH,NC,276176512,1063132678,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: fertility;Priority market: NC
HARRIS HISTOLOGY RELIEF SERVICES INC,GREENVILLE,NC,278584154,1598728107,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: histology;Priority market: NC
"CYTOLOGY ASSOCIATES OF DAYTON, INC.",DAYTON,OH,454022024,1518950476,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: cytology;Priority market: OH
"FERTILITY UNLIMITED, INC",AKRON,OH,443041594,1790973246,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: fertility;Priority market: OH
KETTERING REPRODUCTIVE LABORATORY INC,KETTERING,OH,454291264,1407172042,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: reproductive;Priority market: OH
"MASSACHUSETTS MEDICAL GROUP, P.C.",CARLSBAD,CA,920111514,1487385290,,,"Pathology, Clinical Pathology/Laboratory Medicine",3,0,0,3,B,53,Medium,Tier B lab type: clinical pathology;Priority market: CA
MIAMI VALLEY CYTOLOGY,HUBER HEIGHTS,OH,454243239,1831151927,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: cytology;Priority market: OH
"OHIO FERTILITY PROVIDERS, LLC",CINCINNATI,OH,45209,1063919512,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: fertility;Priority market: OH
OHIO VALLEY REFERENCE LAB,SPRINGFIELD,OH,455021368,1851912109,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: reference lab;Priority market: OH
ONCO DIAGNOSTIC LABORATORY,CLEVELAND,OH,441151123,1386672277,,,"Pathology, Anatomic Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: OH
OSU HISTOLOGY LAB LLC,COLUMBUS,OH,432121568,1760574065,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: histology;Priority market: OH
PINEHURST PATHOLOGY CENTER INC,PINEHURST,NC,283748710,1548224009,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NC
"REPRODUCTIVE DIAGNOSTICS, INC.",COLUMBUS,OH,432142300,1316330673,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: reproductive;Priority market: OH
ST. MARY'S PATHOLOGY ASSOCIATES,SAN FRANCISCO,CA,941171019,1548291784,,,"Pathology, Clinical Pathology/Laboratory Medicine",3,0,0,3,B,53,Medium,Tier B lab type: clinical pathology;Priority market: CA
SUMMIT PATHOLOGY ASSOCIATES INC,BARBERTON,OH,442033332,1003069493,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: OH
"SURGICAL PATHOLOGY SERVICES, INC",COLUMBUS,OH,432281607,1578547055,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: surgical pathology;Priority market: OH
VIVID PATHOLOGY PA,PENSACOLA,FL,325032533,1447227590,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: FL
"FIDUCHIE HEALTH, LLC",SAN ANTONIO,TX,782452091,1336892496,,,"Pathology, Clinical Pathology/Laboratory Medicine",3,0,0,3,B,53,Medium,Tier B lab type: clinical pathology;Priority market: TX
NORTHWEST PATHOLOGY SERVICES INC,SEATTLE,WA,981330160,1518919018,,,"Pathology, Clinical Pathology/Laboratory Medicine",3,0,0,3,B,53,Medium,Tier B lab type: clinical pathology;Priority market: WA
PATHOLOGY SERVICES PS,SPOKANE,WA,992042803,1962441899,,,"Pathology, Clinical Pathology/Laboratory Medicine",3,0,0,3,B,53,Medium,Tier B lab type: clinical pathology;Priority market: WA
"PACIFIC NORTHWEST PATHOLOGY ASSOCIATES, LLC",MOUNT VERNON,WA,982744126,1043518400,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: WA
"CENTRAL PA HEMATOLOGY & MEDICAL ONCOLOGY ASSOCIATES, PC",LEMOYNE,PA,170431428,1265438246,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: hematology;Priority market: PA
"CHAMBERSBURG PATHOLOGY ASSOCIATES, INC",CHAMBERSBURG,PA,172011720,1437111242,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: PA
CLINICAL PATHOLOGY ASSOCIATES OF FREDERICKSBURG LLC,FREDERICKSBURG,VA,224014453,1346404753,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: clinical pathology;Priority market: VA
FERTILITY TESTING LABORATORY,PHILADELPHIA,PA,191075504,1457417107,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: fertility;Priority market: PA
FRANKLIN WOMENS HEALTH ASSOCIATES,FRANKLIN,PA,16323,1649462946,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: womens health;Priority market: PA
HANOVER PATHOLOGY ASSOCIATES,HANOVER,PA,173312297,1962464792,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: PA
"HEMATOLOGY & ONCOLOGY ASSOCIATES OF NORTHEASTERN PA, PC",DUNMORE,PA,185123169,1528212404,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: hematology;Priority market: PA
"KINGSLEY LANE CLINICAL LABORATORY ASSOCIATES, PLLC",PORTSMOUTH,VA,237073236,1801129549,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: VA
ONCOLOGY HEMATOLOGY ASSOCIATION,JOHNSTOWN,PA,159012541,1932256104,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: hematology;Priority market: PA
DERMATOPATHOLOGY SPECIALISTS,MT PLEASANT,SC,294643285,1255582383,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
"PALMETTO FERTILITY, LLC",GREENVILLE,SC,296154555,1891680518,,,Clinical Medical Laboratory,3,0,0,3,B,53,Medium,Tier B lab type: fertility;Priority market: SC
"PROFESSIONAL PATHOLOGY SERVICES, PC",COLUMBIA,SC,292039344,1427028208,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
"ATHENS REGIONAL PATHOLOGY ASSOCIATES, LLP",ATHENS,GA,306062797,1942272620,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: GA
CHARLESTON PATHOLOGY PA,CHARLESTON,SC,294011113,1114994787,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
CHARLESTON PATHOLOGY PA,MT PLEASANT,SC,294643231,1457510273,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
CHARLESTON PATHOLOGY PA,CHARLESTON,SC,294145733,1316106149,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
CHARLESTON PATHOLOGY PA,BEAUFORT,SC,299025441,1891954624,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
CRAVEN PATHOLOGY ASSOCIATES INC,NEW BERN,NC,285603449,1376519512,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NC
EASTSIDE PATHOLOGY INC PS,BELLEVUE,WA,980044604,1609830900,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: WA
INNOVATIVE PATHOLOGY SERVICES PLLC,KNOXVILLE,TN,379161854,1619141306,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: TN
MEDILABS LLC,CONWAY,SC,295265018,1932054012,,,"Pathology, Clinical Pathology/Laboratory Medicine",3,0,0,3,B,53,Medium,Tier B lab type: clinical pathology;Priority market: SC
PALMETTO PATHOLOGY PA,LORIS,SC,295692827,1538139795,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
PATHOLOGY ASSOCIATES OF LEXINGTON PA,WEST COLUMBIA,SC,291694810,1316909518,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
PATHOLOGY ASSOCIATES OF ST. THOMAS,NASHVILLE,TN,372052005,1073585774,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: TN
PATHOLOGY SERVICE ASSOCIATES LLC,FLORENCE,SC,295015495,1194803395,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
PEE DEE PATHOLOGY ASSOCIATES INC.,FLORENCE,SC,295062617,1831159656,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
PIEDMONT PATHOLOGY ASSOCIATES PA,ANDERSON,SC,296215803,1235101965,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
REX PATHOLOGY ASSOCIATES PA,RALEIGH,NC,276077505,1255307187,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NC
SPARTANBURG PATHOLOGY CONSULTANTS PA,SPARTANBURG,SC,293063805,1720053309,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
ALAN RICHMAN MD PA,OCALA,FL,344744004,1689613663,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: FL
ASSOCIATED PATHOLOGISTS LLC,GEORGETOWN,SC,294403304,1770555831,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
ASSOCIATES IN LABORATORY MEDICINE PC,DALTON,GA,307202529,1356313027,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: GA
"BIOPSY DIAGNOSTICS, P.C.",RIDGELAND,SC,299368182,1801806401,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
BLUE RIDGE PATHOLOGY ASSOCIATES,MORGANTON,NC,286554044,1568425262,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NC
BOCA PATHOLOGY INC,BOCA RATON,FL,33486,1205895844,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: FL
CAROLINA PATHOLOGY ASSOCIATES LLP,GREENWOOD,SC,296463860,1518944107,,,"Pathology, Anatomic Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
"CAROLINAS PATHOLOGY GROUP, PA",SPARTANBURG,SC,293033040,1730324583,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
CHARLESTON GASTROENTEROLOGY SPECIALISTS,SUMMERVILLE,SC,294858102,1356050561,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
CHATHAM PATHOLOGY ASSOCIATES PC,SAVANNAH,GA,314056015,1821285339,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: GA
"CLINICAL PATHOLOGY CONSULTANTS, PA",CONWAY,SC,295269142,1265483903,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
CONSULTANTS IN PATHOLOGY SC,KANKAKEE,IL,609013664,1457519969,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: IL
CUMBERLAND PATHOLOGY ASSOCIATES PLLC,CLARKSVILLE,TN,370434990,1568434256,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: TN
CYTO LAB INC.,MURRELLS INLET,SC,295765032,1225000391,,,"Pathology, Anatomic Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
CYTOLAB PATHOLOGY SERVICES INC PS,LYNNWOOD,WA,980367379,1568426575,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: WA
DONALD D MCNEILL MD PA,LENOIR,NC,286455720,1215900287,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NC
"DUNES PATHOLOGY, LLC",MYRTLE BEACH,SC,295724116,1821060997,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
EMERALD COAST PATHOLOGY ASSOCIATES PA,FORT WALTON BEACH,FL,325476708,1689636458,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: FL
ETOWAH PATHOLOGY ASSOCIATES LLC,CARTERSVILLE,GA,301202129,1134189491,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: GA
INDEPENDENT LABORATORY MEDICINE LLC,MT. PLEASANT,SC,294669214,1043058654,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
INNOVATIVE PATHOLOGY SERVICES PLLC,KNOXVILLE,TN,379161854,1700846680,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: TN
JOHN E SHIPPEY MD PA,ORANGEBURG,SC,291181442,1063608792,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
L A LORENZO MD PATHOLOGY CONSULT SERVICES P A,MOORESVILLE,NC,281179500,1144283888,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NC
LABORATORY MEDICINE PC,AUGUSTA,GA,309044764,1801083001,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: GA
LOW COUNTRY PATHOLOGY ASSOCIATES PA,N CHARLESTON,SC,294069104,1528035557,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
NEWBERRY PATHOLOGY ASSOCIATES PA,NEWBERRY,SC,291082911,1992769525,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
NORMAN C SUDDUTH MD PA,ATLANTIS,FL,33462,1215909833,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: FL
NORTHERN VIRGINIA PATHOLOGY PC,FAIRFAX,VA,220331709,1013971126,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: VA
ORANGEBURG PATHOLOGY ASSOCIATES PA,ORANGEBURG,SC,291181442,1164486700,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
PALMETTO PATHOLOGY,HARTSVILLE,SC,295504710,1316901523,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
PALMETTO PATHOLOGY OF LANCASTER P.A.,LANCASTER,SC,297202202,1336109081,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
"PASCO PATHOLOGY SERVICES, INC.",NEW PORT RICHEY,FL,34652,1518073584,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: FL
PATHOLOGY ASSOCIATES OF GREENVILLE PA,GREENVILLE,SC,296054455,1831151976,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
PATHOLOGY SOLUTIONS,WILMINGTON,NC,284054786,1588328157,,,"Pathology, Anatomic Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: NC
"PEORIA TAZEWELL PATHOLOGY GROUP, S.C.",PEORIA,IL,616034310,1578597738,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: IL
"PRIMA PATHOLOGY, P.A.",AIKEN,SC,298016302,1457530263,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
PROFESSIONAL PATHOLOGY ASSOCIATES INC,AIKEN,SC,298016810,1275631715,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
PROVIDENCE PATHOLOGY ASSOCIATES PA,COLUMBIA,SC,292042026,1780656363,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
QUALITY PATHOLOGY GROUP INC,FORT LAUDERDALE,FL,33309,1972661817,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: FL
QUIROS & COHEN PATHOLOGIST PA,PLANTATION,FL,33317,1134196322,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: FL
"SAVANNAH PATHOLOGY SERVICES, PC",SAVANNAH,GA,314046220,1902093412,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: GA
SIERRA LABORATORY ASSOCIATES PA,EL PASO,TX,799025005,1487642831,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: TX
SOUTHEASTERN CLINICAL LABORATORIES PA,TOCCOA,GA,305779700,1548224256,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: GA
SOUTHEASTERN PATHOLOGY ASSOCIATES AT WAYNE MEMORIAL INC,JESUP,GA,315450210,1043326861,,,"Pathology, Anatomic Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: GA
STEEPLECHASE PATHOLOGY LLC,CAMDEN,SC,290202752,1922079664,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
SUMTER PATHOLOGY ASSOCIATES,SUMTER,SC,291504949,1457315996,,,"Pathology, Anatomic Pathology & Clinical Pathology",3,0,0,3,B,53,Medium,Tier B lab type: anatomic pathology;Priority market: SC
