Company Name,City,State,Zip,NPI,CLIA,License ID,Money Score,Pain Score,Fit Score,Total Score,Target Roles
U S LAB & RADIOLOGY LLC.,SOUTHFIELD,MI,480757980,1184964728,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ULTRASOUND SERVICES OF AMERICA, INC",LARGO,MD,207745341,1275641417,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UM SHORE REGIONAL HEALTH, INC",CHESTERTOWN,MD,216201435,1750663076,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UMMC MIDTOWN CAMPUS,BALTIMORE,MD,212014606,1184026478,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
SYNMED CARE MEDICAL LLC,CHEVERLY,MD,207851434,1154005643,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"SYSMEX INOSTICS, INC.",BALTIMORE,MD,212051546,1073925517,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
T LAB INC,GAITHERSBURG,MD,208781370,1003378951,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
TEST POINT DIAGNOSTICS LLC,GAITHERSBURG,MD,208791512,1982290201,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"THE CENTER FOR CONCEPTION AND PELVIC SURGERY, INC",ROCKVILLE,MD,208524219,1982161808,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
THE RELENTLESS BRAND INC,MIDDLE RIVER,MD,21221,1154209617,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"AUNNI'S HEALTH CARE SERVICES, LLC",TUCSON,AZ,857042326,1689427692,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
AXION SCOPE LLC,FOUNTAIN HILLS,AZ,852684006,1427865088,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
AZ CLINICAL LABORATORY LLC,TEMPE,AZ,852841311,1407791486,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UNIVERSITY OF MARYLAND DERMATOLOGISTS PA,BALTIMORE,MD,212011544,1912876855,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND ONCOLOGY ASSOCIATES, PA",BALTIMORE,MD,212011509,1881226934,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",CHESTERTOWN,MD,216201435,1922952654,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",BALTIMORE,MD,212014606,1093669723,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",CAMBRIDGE,MD,216132567,1215881941,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",GLEN BURNIE,MD,210615803,1326994138,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",LA PLATA,MD,206465960,1154276079,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",LAUREL,MD,207079527,1902752611,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",BOWIE,MD,207161017,1104772813,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",QUEENSTOWN,MD,216581666,1609722412,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"TRI-STATE HEALTH LABORATORY, LLC",ELKTON,MD,219215326,1407328073,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"TRI-STATE HEALTH, INC.",ELKTON,MD,219215326,1609348325,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
TRILLIUM HEALTH LLC,ROCKVILLE,MD,208504898,1629950829,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
TRUGENOMIX HEALTH INC.,MANASSAS,VA,201094027,1609468420,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
TUERK HOUSE INC,BALTIMORE,MD,212164703,1831789270,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
U M FDSP ASSOCIATES PA,BALTIMORE,MD,212011586,1316021355,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",EASTON,MD,216012913,1659223576,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",TOWSON,MD,212047700,1851243778,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PEDIATRIC ASSOCIATES, PA",BALTIMORE,MD,21201,1679685804,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UNIVERSITY OF MARYLAND PEDIATRICS ASSOC PA,BALTIMORE,MD,21201,1003911413,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UPMC WESTERN MARYLAND CORPORATION,CUMBERLAND,MD,215026393,1790042950,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
VIDA HEALTH SERVICES LLC,SILVER SPRING,MD,209014439,1669139721,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"VIRANT DIAGNOSTICS, INC",WHEATON,MD,20902,1376160473,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UNITED PHYSICIANC CARE INC,OAKLAND,MD,215504338,1972671485,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UNITED PHYSICIANS CARE INC,ACCIDENT,MD,215200247,1528136033,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UNIV OF MD PATHOLOGY ASSOCIATES P A,BALTIMORE,MD,212011757,1164455010,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDSTAR MEDICAL GROUP - SOUTHERN MARYLAND LLC,FORT WASHINGTON,MD,207441124,1811794845,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NEW YORK PAIN CONSULTANTS LLC,COLUMBIA,MD,210451994,1225549827,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NEXTGEN DIAGNOSTIC LAB, LLC",BALTIMORE,MD,212013758,1568302784,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
VITALIS DIAGNOSTICS,COLUMBIA,MD,210452146,1760271738,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"WELLNESS CORPORATE SOLUTIONS, LLC",BETHESDA,MD,208146129,1235683509,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"WELLNESS CORPORATE SOLUTIONS, LLC",CABIN JOHN,MD,208181634,1508149667,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"WHITE MARSH HEALTHCARE & PHYSICAL MEDICINE,LLC",WHITE MARSH,MD,211625500,1942674163,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"WHITE MARSH HEALTHCARE PHYSICAL MEDICINE,LLC",WHITE MARSH,MD,211625500,1376990200,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
X-GENE INC,SPARKS GLENCOE,MD,211529229,1770973646,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ZIZI INC,FREDERICK,MD,217024301,1750697504,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ADORE FREIGHT SERVICES,WHITE PLAINS,MD,206953426,1194437087,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CAPITAL DIGESTIVE CARE LLC,SILVER SPRING,MD,209047815,1811293822,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CHESAPEAKE PATHOLOGY ASSOCIATES LLC,EASTON,MD,216012913,1720163850,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
COLLAB DIAGNOSTIC LLC,REISTERSTOWN,MD,211362515,1568214179,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES, P.A.",UPPER MARLBORO,MD,207745477,1578419388,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ARBORETUM LIFESCIENCES, INC.",LUBBOCK,TX,794135940,1588543250,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ASSOCIATES OF CAPE COD,EAST FALMOUTH,MA,025364445,1710108451,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ATHENA DIAGNOSTICS, INC.",MARLBOROUGH,MA,01752,1831234939,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ATRIUS HEALTH, INC.",NEEDHAM,MA,024942809,1194074997,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"AUTO-MATIC, INC.",LEXINGTON,MA,024214938,1790351880,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DRS KIME GIPSON AND SUTULA PA,BALTIMORE,MD,212251233,1437331550,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HCT PATHOLOGY SERVICES LLC,BALTIMORE,MD,212155216,1750104907,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HCT PATHOLOGY SERVICES LLC,WESTMINSTER,MD,211575726,1659194819,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HCT PATHOLOGY SERVICES LLC,BEL AIR,MD,210144324,1376366534,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HCT PATHOLOGY SERVICES LLC,ELKTON,MD,219215544,1710700976,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
IMMUNITY CARE LLC,REISTERSTOWN,MD,211362515,1447127881,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
JOHNS HOPKINS UNIVERSITY,ODENTON,MD,211131742,1528928587,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
KHC GROUP PC,LA PLATA,MD,206463526,1770717910,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"BOSTON CLINICAL LABORATORIES, INC",WALTHAM,MA,024510603,1730158783,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BOSTON HEART DIAGNOSTICS CORPORATION,FRAMINGHAM,MA,017024486,1922259753,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"BOSTON IVF, INC.",WALTHAM,MA,024511100,1396821427,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BOSTON REPRODUCTIVE MEDICINE PHYSICIAN GROUP PPLC,CHESTNUT HILL,MA,024671976,1366076572,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BOSTON ROAD LABORATORY INC,WORCESTER,MA,016062058,1235209552,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ONCO DIAGNOSTIC SERVICES INC,BETHESDA,MD,20814,1437179769,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PHYSICAL MEDICINE ASSOCIATES LTD,COLUMBIA,MD,210451994,1750840666,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ABBOTTWOOD, INC.",WORCESTER,MA,016041607,1164916573,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ACCURATE LABS,QUINCY,MA,021697211,1457780371,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ADVANCED CALLOWAY LABORATORIES, LLC",WOBURN,MA,018011074,1831345347,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
AERODIAGNOSTICS LLC,CONCORD,MA,017422732,1982010963,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ALLELICA, INC",NATICK,MA,017605560,1306655642,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ALLETESS INC.,NORWELL,MA,02061,1669595591,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ALLIED HEALTH INC,QUINCY,MA,021696640,1417488057,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"AMERIPATH NEW YORK, LLC",MARLBOROUGH,MA,017523023,1699175760,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
AMMON ANALYTICAL LABORATORIES LLC,WEBSTER,MA,015701756,1346750494,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ARIZONA FOUNDATION FOR THE CHANGING EYE,PHOENIX,AZ,850165189,1699909630,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ARIZONA INSTITURE OF MEDICINE & SURGERY,KINGMAN,AZ,86409,1962657783,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ARIZONA MEDICAL CLINIC, LTD.",PEORIA,AZ,853814846,1497785547,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ARIZONA MEDICAL LABORATORIES INC,PHOENIX,AZ,850519594,1528817459,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ARIZONA PAIN TREATMENT CENTER, P C",PHOENIX,AZ,850214149,1306485180,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ARIZONA PATHOLOGY ASSOCIATES,SCOTTSDALE,AZ,852601315,1902344229,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ARIZONA PATHOLOGY GROUP INC.,BULLHEAD CITY,AZ,864427904,1144383423,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ACCUPATH DIAGNOSTIC LABORATORIES, INC.",PHOENIX,AZ,850347275,1790977833,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ADVANCED CLINICAL LABORATORIES, LLC",PHOENIX,AZ,850171415,1356552400,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ADVANCED DIAGNOSTIC LABS INC,PHOENIX,AZ,850272161,1326451972,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ADVANCED DIAGNOSTIC LABS LLC,PHOENIX,AZ,850122368,1730572074,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ADVANCED MEDICAL LABORATORY,YUMA,AZ,853647175,1760590343,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"AKERS ENTERPRISES, LLC",TEMPE,AZ,852821012,1295007979,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ALL SPORTS FOUNDATION, INC",MESA,AZ,852013563,1255509717,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ALLIANCE MEDICAL LABORATORY, LLC",FLAGSTAFF,AZ,860045139,1841290806,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
AMBUMED INC.,LINTHICUM HEIGHTS,MD,21090,1700810629,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CENTER FOR HUMAN GENETICS, INC",CAMBRIDGE,MA,02139,1821153156,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CENTRAL LAB PARTNERS LLC,WORCESTER,MA,016062733,1053937797,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CHARLES RIVER MEDICAL ASSOCIATES, PC",FRAMINGHAM,MA,017026775,1801857537,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CLARITAS GENOMICS , INC",CAMBRIDGE,MA,021394559,1598158248,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CLEAN IMAGE,PITTSFIELD,MA,012016283,1497096960,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CLINICAL ENTERPRISE LLC,FRAMINGHAM,MA,017024472,1912516352,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BC SNP MASS LLC,CONCORD,MA,017423317,1104716117,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BEACON PATHOLOGY LLC,DOVER,MA,020301805,1376914531,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BEACON POINT DIAGNOSTICS LLC,WORCESTER,MA,016052397,1508718651,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BEDFORD RESEARCH FOUNDATION,BEDFORD,MA,01730,1013154749,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"BERNARD J. DURANTE,MD,PC",PLYMOUTH,MA,023602181,1386089167,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"BIO-LAB, INC.",MILFORD,MA,017572277,1437202942,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BIOMEDICAL LABORATORIES,BRIGHTON,MA,021352655,1306867981,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"BLA OF MASSACHUSETTS, LLC",WOBURN,MA,018011005,1861935785,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BLUEPRINT GENETICS INC.,MARLBOROUGH,MA,01752,1023063062,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BOSTON ADVANCED MEDICINE INC,WALTHAM,MA,024518740,1255867487,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CONCORDIA HEALTH MOBILE LAB,BROCKTON,MA,023022855,1427702166,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CONGENIAL HEALTHCARE, LLC",MIDDLETON,MA,019492446,1659830818,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CONVERGE DIAGNOSTIC SERVICES LLC,PEABODY,MA,019603840,1609001460,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CORRELAGEN DIAGNOSTICS, INC.",WESTBOROUGH,MA,015811771,1912970252,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"COURTAGEN LIFE SCIENCES, INC.",WOBURN,MA,018011004,1144590449,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CYTODX LLC,PEABODY,MA,019603840,1932177466,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DARTMOUTH-HITCHCOCK CLINIC,LEBANON,NH,037561000,1114534708,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BOSTON UROLOGY INSTITUTE LLC,FRAMINGHAM,MA,017015352,1336415470,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BOSTONGENE CORPORATION,WALTHAM,MA,024533462,1053980276,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"BRLI GENPATH DIAGNOSTICS, INC",MILFORD,MA,017573585,1083986905,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BUENA VISTA LABS LLC,WOBURN,MA,018017245,1669142279,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CALLOWAY LABORATORIES INC.,WOBURN,MA,018011765,1902826381,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CAMBRIDGE BIOMEDICAL INC.,BRIGHTON,MA,021351020,1396720199,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CARITAS EXCELL CLINICAL LABORATORIES, INC.",BOSTON,MA,021352907,1437215753,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CARITAS MEDICAL LABORATORIES, LLC",STOUGHTON,MA,020723396,1124181219,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CATALYST ONCOLOGY, INC.",WORCESTER,MA,016054307,1477616019,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ECO DIAGNOSTICS LAB,WALPOLE,MA,020812553,1205784667,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ECO LABORATORY LLC,ACTON,MA,017203951,1710585385,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ELGON BUSINESS GROUP,BURLINGTON,MA,018035123,1679228100,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ELGON BUSINESS GROUP INC,WALTHAM,MA,024517445,1003550864,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
EMAYA HEALTH INC.,WORCESTER,MA,016061144,1710214853,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"EQUIPNET, INC.",CANTON,MA,020212817,1447855622,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ESOTERIX GENETIC LABORATORIES, LLC",WESTBOROUGH,MA,015811771,1649572017,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CLINICAL SCIENCE LABORATORY INC.,MANSFIELD,MA,020481511,1124117890,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CLINIGEN, INC.",WOBURN,MA,018016204,1134189335,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
COASTAL LAB PARTNERS LLC,CONCORD,MA,017423302,1386187599,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
COASTAL SLEEP DIAGNOSTICS,HINGHAM,MA,020433741,1396920989,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"COHEN DERMATOPATHOLOGY, P.C.",NEEDHAM,MA,02494,1477522910,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
COLUMN HEALTH,ARLINGTON,MA,024746718,1528535762,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
COLUMN-STURDY LLC,ATTLEBORO,MA,027032908,1730740994,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
